OrderID,OrderDate,CustomerID,ProductID,SalespersonID,Quantity,UnitPrice,Discount,Sales,Cost
O000690,2024-12-17 00:00:00,C1099,P021,S007,4,543.4,0.0,2173.6,1430.28
O000691,2024-12-14 00:00:00,C1080,P080,S014,1,10.08,0.05,9.58,7.91
O000692,2024-05-19 00:00:00,C0961,P120,S004,3,226.75,0.05,646.24,531.93
O000693,2024-08-22 00:00:00,C1191,P102,S006,4,235.49,0.0,941.96,668.16
O000694,2025-05-31 00:00:00,C0469,P103,S020,3,220.66,0.0,661.98,502.77
O000695,2025-11-09 00:00:00,C0137,P100,S018,2,293.58,0.15,499.09,385.6
O000696,2024-12-09 00:00:00,C0582,P009,S007,5,684.17,0.1,3078.76,2882.85
O000697,2024-06-19 00:00:00,C0896,P067,S012,1,35.44,0.05,33.67,30.36
O000698,2024-08-16 00:00:00,C0936,P068,S009,3,54.35,0.0,163.05,112.11
O000699,2025-10-08 00:00:00,C0467,P013,S005,2,193.38,0.1,348.08,320.56
O000700,2024-04-21 00:00:00,C0352,P018,S006,3,282.48,0.0,847.44,591.6
O000701,2025-04-16 00:00:00,C0535,P068,S003,1,54.35,0.15,46.2,37.37
O000702,2025-08-11 00:00:00,C0965,P086,S017,1,165.37,0.05,157.1,116.56
O000703,2024-12-15 00:00:00,C0073,P026,S005,10,497.47,0.0,4974.7,4183.9
O000704,2025-06-21 00:00:00,C0394,P059,S004,5,11.75,0.0,58.75,41.4
O000705,2024-06-12 00:00:00,C0276,P010,S013,6,591.46,0.1,3193.88,2853.0
O000706,2024-01-31 00:00:00,C0968,P014,S003,4,235.55,0.0,942.2,630.72
O000707,2024-01-11 00:00:00,C0564,P070,S020,1,49.41,0.02,48.42,37.99
O000708,2025-11-13 00:00:00,C0105,P067,S018,3,35.44,0.0,106.32,91.08
O000709,2024-11-07 00:00:00,C0315,P091,S009,2,310.21,0.15,527.36,495.18
O000710,2024-07-22 00:00:00,C0054,P110,S004,2,175.45,0.1,315.81,273.66
O000711,2024-11-09 00:00:00,C0571,P023,S003,1,619.05,0.0,619.05,401.94
O000712,2024-09-20 00:00:00,C1198,P041,S018,1,15.18,0.05,14.42,12.7
O000713,2024-06-13 00:00:00,C0681,P103,S009,1,220.66,0.05,209.63,167.59
O000714,2025-10-15 00:00:00,C1044,P007,S012,1,780.87,0.0,780.87,546.34
O000715,2025-06-09 00:00:00,C0892,P100,S003,4,293.58,0.02,1150.83,771.2
O000716,2024-04-23 00:00:00,C1060,P114,S017,8,241.45,0.02,1892.97,1573.04
O000717,2025-04-17 00:00:00,C0374,P012,S011,2,233.04,0.0,466.08,338.16
O000718,2025-01-25 00:00:00,C1142,P018,S002,1,282.48,0.15,240.11,197.2
O000719,2024-08-21 00:00:00,C0287,P083,S002,1,148.37,0.0,148.37,104.03
O000720,2024-05-28 00:00:00,C0526,P058,S020,4,12.84,0.05,48.79,36.6
O000721,2025-11-18 00:00:00,C0818,P119,S002,2,269.54,0.2,431.26,426.5
O000722,2024-07-23 00:00:00,C0345,P066,S006,3,51.43,0.0,154.29,102.15
O000723,2025-08-15 00:00:00,C0318,P079,S001,1,7.05,0.0,7.05,6.01
O000724,2024-02-29 00:00:00,C0157,P029,S002,4,467.41,0.05,1776.16,1544.32
O000725,2025-02-10 00:00:00,C0006,P039,S017,3,56.32,0.05,160.51,121.17
O000726,2025-09-23 00:00:00,C0602,P022,S016,1,536.59,0.1,482.93,403.77
O000727,2025-08-17 00:00:00,C1185,P018,S007,8,282.48,0.05,2146.85,1577.6
O000728,2025-02-22 00:00:00,C0265,P014,S004,2,235.55,0.15,400.44,315.36
O000729,2025-08-26 00:00:00,C0529,P108,S005,1,189.06,0.0,189.06,130.46
O000730,2025-01-18 00:00:00,C1123,P009,S008,3,684.17,0.05,1949.88,1729.71
O000731,2024-12-20 00:00:00,C0927,P062,S016,2,43.92,0.1,79.06,65.96
O000732,2024-12-16 00:00:00,C0005,P061,S012,6,39.86,0.0,239.16,186.42
O000733,2025-12-05 00:00:00,C0601,P007,S009,2,780.87,0.05,1483.65,1092.68
O000734,2024-01-09 00:00:00,C0172,P102,S002,6,235.49,0.02,1384.68,1002.24
O000735,2025-04-23 00:00:00,C0297,P061,S003,4,39.86,0.05,151.47,124.28
O000736,2024-04-23 00:00:00,C0296,P016,S005,3,219.21,0.0,657.63,559.32
O000737,2024-01-19 00:00:00,C0735,P016,S005,1,219.21,0.05,208.25,186.44
O000738,2025-12-17 00:00:00,C0239,P085,S010,1,121.06,0.05,115.01,86.99
O000739,2024-11-28 00:00:00,C0303,P075,S018,5,9.52,0.05,45.22,38.9
O000740,2025-11-14 00:00:00,C0271,P050,S009,3,15.66,0.0,46.98,38.58
O000741,2025-07-27 00:00:00,C0429,P049,S007,8,15.78,0.02,123.72,96.64
O000742,2025-03-13 00:00:00,C0788,P005,S012,2,631.5,0.02,1237.74,870.84
O000743,2024-11-17 00:00:00,C0480,P004,S002,3,619.09,0.05,1764.41,1555.11
O000744,2025-08-20 00:00:00,C0394,P065,S015,10,56.52,0.15,480.42,370.0
O000745,2025-10-25 00:00:00,C0622,P044,S002,4,16.8,0.0,67.2,50.48
O000746,2025-10-08 00:00:00,C0739,P031,S008,2,58.34,0.15,99.18,87.94
O000747,2025-07-29 00:00:00,C0019,P046,S020,5,23.72,0.1,106.74,78.2
O000748,2024-03-13 00:00:00,C1069,P073,S009,1,10.84,0.02,10.62,7.71
O000749,2025-01-31 00:00:00,C1100,P036,S015,2,55.24,0.05,104.96,71.94
O000750,2024-11-06 00:00:00,C0724,P042,S006,1,21.45,0.0,21.45,14.67
O000751,2024-09-13 00:00:00,C0690,P034,S018,10,50.6,0.05,480.7,413.8
O000752,2025-09-25 00:00:00,C0834,P080,S007,8,10.08,0.1,72.58,63.28
O000753,2024-04-28 00:00:00,C0530,P007,S005,5,780.87,0.0,3904.35,2731.7
O000754,2025-10-15 00:00:00,C0439,P111,S002,2,254.32,0.15,432.34,344.9
O000755,2025-11-26 00:00:00,C0424,P067,S007,4,35.44,0.05,134.67,121.44
O000756,2025-03-27 00:00:00,C0192,P030,S012,1,425.03,0.05,403.78,337.87
O000757,2024-08-12 00:00:00,C1010,P092,S002,2,263.91,0.05,501.43,432.82
O000758,2024-10-25 00:00:00,C0385,P113,S004,4,242.09,0.0,968.36,657.36
O000759,2024-07-04 00:00:00,C0342,P007,S007,1,780.87,0.02,765.25,546.34
O000760,2025-03-04 00:00:00,C1158,P025,S015,1,527.58,0.05,501.2,422.24
O000761,2024-12-02 00:00:00,C0609,P018,S012,3,282.48,0.02,830.49,591.6
O000762,2024-12-04 00:00:00,C0747,P009,S001,4,684.17,0.05,2599.85,2306.28
O000763,2024-12-29 00:00:00,C0295,P089,S001,2,146.02,0.0,292.04,225.36
O000764,2025-09-05 00:00:00,C0334,P024,S002,3,516.82,0.05,1472.94,1101.96
O000765,2025-12-30 00:00:00,C0875,P047,S007,6,23.85,0.05,135.95,93.18
O000766,2025-01-26 00:00:00,C0542,P098,S006,1,296.74,,296.74,227.35
O000767,2024-03-15 00:00:00,C0178,P074,S003,5,10.76,0.05,51.11,37.5
O000768,2025-11-24 00:00:00,C1003,P082,S009,3,127.99,0.0,383.97,267.39
O000769,2025-10-01 00:00:00,C0484,P012,S012,2,233.04,0.1,419.47,338.16
O000770,2024-10-07 00:00:00,C0803,P117,S014,1,222.64,0.15,189.24,187.1
O000771,2024-04-11 00:00:00,C0410,P010,S020,2,591.46,0.05,1123.77,951.0
O000772,2025-01-01 00:00:00,C0673,P086,S014,4,165.37,0.02,648.25,466.24
O000773,2024-12-18 00:00:00,C0931,P077,S020,3,7.98,0.05,22.74,19.95
O000774,2025-09-28 00:00:00,C1063,P050,S020,1,15.66,0.1,14.09,12.86
O000775,2025-09-24 00:00:00,C0249,P101,S017,1,242.55,0.0,242.55,159.67
O000776,2024-12-22 00:00:00,C0807,P108,S008,5,189.06,0.0,945.3,652.3
O000777,2025-08-08 00:00:00,C1098,P009,S001,2,684.17,0.1,1231.51,1153.14
O000778,2025-09-10 00:00:00,C0772,P115,S002,1,261.82,0.0,261.82,194.89
O000779,2025-12-28 00:00:00,C0172,P029,S018,10,467.41,0.05,4440.4,3860.8
O000780,2025-03-05 00:00:00,C0228,P095,S018,1,242.98,0.15,206.53,192.03
O000781,2025-04-01 00:00:00,C0244,P099,S007,4,262.29,0.0,1049.16,883.4
O000782,2024-03-10 00:00:00,C0128,P067,S015,1,35.44,0.15,30.12,30.36
O000783,2025-07-04 00:00:00,C0905,P104,S010,1,145.32,0.1,130.79,123.67
O000784,2025-03-19 00:00:00,C1159,P100,S002,2,293.58,0.05,557.8,385.6
O000785,2025-11-27 00:00:00,C0621,P063,S014,5,38.52,0.05,182.97,156.95
O000786,2025-01-24 00:00:00,C0719,P022,S002,4,536.59,0.0,2146.36,1615.08
O000787,2024-10-27 00:00:00,C0929,P053,S003,2,13.81,0.05,26.24,19.44
O000788,2024-03-25 00:00:00,C0499,P109,S010,4,162.13,0.0,648.52,561.4
O000789,2024-10-28 00:00:00,C0567,P025,S002,5,527.58,0.02,2585.14,2111.2
O000790,2024-05-03 00:00:00,C0707,P120,S007,2,226.75,0.05,430.82,354.62
O000791,2025-04-09 00:00:00,C0366,P022,S016,2,536.59,0.1,965.86,807.54
O000792,2025-07-10 00:00:00,C0075,P080,S012,2,10.08,0.0,20.16,15.82
O000793,2025-09-04 00:00:00,C0682,P077,S002,1,7.98,0.0,7.98,6.65
O000794,2024-10-03 00:00:00,C0987,P024,S005,5,516.82,0.0,2584.1,1836.6
O000795,2024-07-15 00:00:00,C0088,P057,S020,4,14.03,0.1,50.51,39.72
O000796,2025-12-21 00:00:00,C0260,P018,S020,5,282.48,0.02,1384.15,986.0
O000797,2025-07-10 00:00:00,C0316,P044,S019,5,16.8,0.0,84.0,63.1
O000798,2025-02-25 00:00:00,C0966,P116,S011,4,217.89,0.1,784.4,729.44
O000799,2025-08-22 00:00:00,C0606,P007,S009,4,780.87,0.0,3123.48,2185.36
O000800,2025-04-29 00:00:00,C0642,P105,S016,8,152.91,0.05,1162.12,1029.6
O000801,2025-03-08 00:00:00,C0775,P082,S020,3,127.99,0.05,364.77,267.39
O000802,2025-11-28 00:00:00,C0332,P090,S003,5,114.51,0.15,486.67,423.2
O000803,2024-06-01 00:00:00,C0857,P034,S018,4,50.6,0.02,198.35,165.52
O000804,2025-03-22 00:00:00,C0037,P114,S013,1,241.45,0.05,229.38,196.63
O000805,2025-08-04 00:00:00,C0137,P031,S003,3,58.34,0.0,175.02,131.91
O000806,2025-01-01 00:00:00,C0980,P061,S018,4,39.86,0.05,151.47,124.28
O000807,2025-11-03 00:00:00,C0790,P005,S001,1,631.5,0.02,618.87,435.42
O000808,2025-04-06 00:00:00,C0212,P107,S001,2,223.24,0.0,446.48,322.12
O000809,2024-09-07 00:00:00,C0527,P085,S008,1,121.06,0.15,102.9,86.99
O000810,2025-02-24 00:00:00,C0063,P020,S011,1,215.04,0.05,204.29,153.14
O000811,2024-05-12 00:00:00,C0807,P080,S009,2,10.08,0.05,19.15,15.82
O000812,2025-12-04 00:00:00,C0908,P022,S005,2,536.59,0.0,1073.18,807.54
O000813,2025-11-09 00:00:00,C0335,P054,S014,4,12.38,0.05,47.04,35.16
O000814,2024-11-29 00:00:00,C0421,P062,S010,3,43.92,0.02,129.12,98.94
O000815,2024-01-21 00:00:00,C0285,P112,S003,1,287.93,0.05,273.53,201.6
O000816,2024-08-23 00:00:00,C0468,P040,S017,1,55.46,0.1,49.91,44.12
O000817,2025-10-27 00:00:00,C0327,P002,S007,1,669.52,0.1,602.57,462.29
O000818,2025-07-22 00:00:00,C0297,P052,S014,2,15.53,0.02,30.44,21.36
O000819,2024-11-03 00:00:00,C0517,P112,S008,4,287.93,0.1,1036.55,806.4
O000820,2025-04-20 00:00:00,C1032,P096,S016,3,227.1,0.02,667.67,586.95
O000821,2025-05-04 00:00:00,C0916,P008,S006,1,670.58,0.05,637.05,467.77
O000822,2025-07-31 00:00:00,C0357,P007,S005,2,780.87,0.02,1530.51,1092.68
O000823,2024-09-14 00:00:00,C1132,P091,S002,8,310.21,,2481.68,1980.72
O000824,2025-07-30 00:00:00,C0253,P087,S017,6,166.12,0.02,976.79,645.6
O000825,2024-08-16 00:00:00,C1093,P067,S015,4,35.44,0.0,141.76,121.44
O000826,2025-05-28 00:00:00,C0372,P011,S013,1,238.21,0.2,190.57,164.63
O000827,2024-03-24 00:00:00,C0649,P034,S013,1,50.6,0.0,50.6,41.38
O000828,not_a_date,C0244,P102,S002,2,235.49,0.15,400.33,334.08
O000829,2025-03-12 00:00:00,C0915,P017,S009,2,194.95,0.1,350.91,313.92
O000830,2025-04-04 00:00:00,C0382,P025,S018,3,527.58,0.05,1503.6,1266.72
O000831,2025-06-07 00:00:00,C1048,P055,S006,1,12.75,0.0,12.75,8.36
O000832,2025-12-19 00:00:00,C0100,P089,S002,6,146.02,0.0,876.12,676.08
O000833,2024-04-03 00:00:00,C0603,P100,S017,4,293.58,0.0,1174.32,771.2
O000834,2025-10-19 00:00:00,C0191,P072,S001,10,9.51,0.1,85.59,80.9
O000835,2025-07-29 00:00:00,C1067,P060,S014,5,10.84,0.0,54.2,43.05
O000836,2024-03-28 00:00:00,C0501,P047,S017,2,23.85,0.0,47.7,31.06
O000837,2024-06-13 00:00:00,C0810,P006,,3,707.84,0.0,2123.52,1410.3
O000838,2024-02-09 00:00:00,C1056,P033,S001,5,54.32,0.05,258.02,204.45
O000839,2024-09-16 00:00:00,C0643,P026,S018,1,497.47,0.05,472.6,418.39
O000840,2024-03-28 00:00:00,C0069,P007,S002,1,780.87,0.05,741.83,546.34
O000841,2024-03-27 00:00:00,C0265,P090,S018,2,114.51,0.1,206.12,169.28
O000842,2025-10-08 00:00:00,C0256,P043,S001,2,19.3,0.0,38.6,30.24
O000843,2025-07-30 00:00:00,C1098,P062,S010,3,43.92,0.02,129.12,98.94
O000844,2025-04-27 00:00:00,C1091,P025,S018,1,527.58,0.05,501.2,422.24
O000845,2024-04-30 00:00:00,C0573,P071,S006,2,7.96,0.0,15.92,13.06
O000846,2024-07-27 00:00:00,C1069,P017,S001,3,194.95,0.0,584.85,470.88
O000847,2024-06-29 00:00:00,C0296,P082,S002,5,127.99,0.1,575.95,445.65
O000848,2025-11-16 00:00:00,C0816,P089,S008,1,146.02,0.0,146.02,112.68
O000849,2024-03-13 00:00:00,C0471,P038,S008,4,72.16,0.15,245.34,190.8
O000850,2024-02-09 00:00:00,C0289,P026,S005,8,497.47,0.1,3581.78,3347.12
O000851,2025-11-14 00:00:00,C0301,P094,S010,2,348.32,0.0,696.64,465.78
O000852,2025-06-23 00:00:00,C0504,P027,S007,3,570.34,0.02,1676.8,1169.43
O000853,2025-05-02 00:00:00,C0408,P022,S012,1,536.59,0.0,536.59,403.77
O000854,2024-08-30 00:00:00,C0254,P041,S006,4,15.18,0.0,60.72,50.8
O000855,2025-05-12 00:00:00,C0401,P116,S007,5,217.89,0.05,1034.98,911.8
O000856,2024-08-29 00:00:00,C0155,P056,S018,1,10.91,0.1,9.82,8.71
O000857,2025-12-03 00:00:00,C1164,P032,S016,5,58.79,,293.95,195.55
O000858,2024-12-13 00:00:00,C0456,P062,S016,1,43.92,0.02,43.04,32.98
O000859,2024-11-10 00:00:00,C0129,P042,S008,5,21.45,0.02,105.1,73.35
O000860,2024-12-14 00:00:00,C0691,P080,S018,3,10.08,0.0,30.24,23.73
O000861,2025-01-12 00:00:00,C1060,P053,S007,2,13.81,0.0,27.62,19.44
O000862,2025-07-30 00:00:00,C0432,P071,S015,8,7.96,0.0,63.68,52.24
O000863,2024-05-11 00:00:00,C1015,P053,S016,3,13.81,0.1,37.29,29.16
O000864,2025-01-23 00:00:00,C0733,P058,S007,1,12.84,0.0,12.84,9.15
O000865,2024-12-30 00:00:00,C0888,P054,S013,4,12.38,0.0,49.52,35.16
O000866,2024-09-17 00:00:00,C0356,P048,S004,1,16.12,0.02,15.8,13.79
O000867,2025-05-17 00:00:00,C0045,P116,S008,6,217.89,0.0,1307.34,1094.16
O000868,2025-08-24 00:00:00,C0416,P032,S011,1,58.79,0.0,58.79,39.11
O000869,2024-05-21 00:00:00,C1110,P097,S014,2,315.65,0.15,536.6,441.48
O000870,2025-11-04 00:00:00,C0949,P086,S008,2,165.37,0.1,297.67,233.12
O000871,2024-02-01 00:00:00,C0941,P064,S015,3,42.46,0.0,127.38,106.02
O000872,2024-08-08 00:00:00,C1054,P039,S013,2,56.32,0.0,112.64,80.78
O000873,2024-07-06 00:00:00,C0448,P059,S018,2,11.75,0.1,21.15,16.56
O000874,2025-02-14 00:00:00,C0387,P102,S001,4,235.49,0.02,923.12,668.16
O000875,2024-03-01 00:00:00,C1111,P022,S011,1,536.59,0.02,525.86,403.77
O000876,2024-05-21 00:00:00,C0686,P071,S015,4,7.96,0.0,31.84,26.12
O000877,2025-08-11 00:00:00,C0358,P092,S009,1,263.91,0.05,250.71,216.41
O000878,2024-08-02 00:00:00,C0334,P077,S006,-5,7.98,0.0,39.9,33.25
O000879,2025-10-04 00:00:00,C1053,P018,S012,4,282.48,0.05,1073.42,788.8
O000880,2024-05-15 00:00:00,C0065,P062,S010,4,43.92,0.15,149.33,131.92
O000881,2024-07-20 00:00:00,C0075,P022,S009,1,536.59,0.05,509.76,403.77
O000882,2024-06-08 00:00:00,C0886,P112,S020,5,287.93,0.1,1295.69,1008.0
O000883,2024-06-26 00:00:00,C0002,P043,S009,3,19.3,0.05,55.0,45.36
O000884,2024-11-29 00:00:00,C0206,P051,S005,8,13.09,0.02,102.63,85.28
O000885,2025-04-29 00:00:00,C1189,P103,S001,1,220.66,0.15,187.56,167.59
O000886,2024-08-03 00:00:00,C0511,P052,S003,4,15.53,0.2,49.7,42.72
O000887,2025-07-28 00:00:00,C0874,P024,S011,3,516.82,0.0,1550.46,1101.96
O000888,2024-04-01 00:00:00,C0585,P108,S005,10,189.06,0.2,1512.48,1304.6
O000889,2025-05-23 00:00:00,C0109,P078,S003,2,8.04,0.2,12.86,12.54
O000890,2024-01-18 00:00:00,C0222,P073,S008,1,10.84,0.0,10.84,7.71
O000891,2025-03-18 00:00:00,C0914,P010,S005,5,591.46,0.02,2898.15,2377.5
O000892,2024-07-03 00:00:00,C0114,P054,S011,2,12.38,0.0,24.76,17.58
O000893,2024-09-11 00:00:00,C0714,P056,S002,4,10.91,0.0,43.64,34.84
O000894,2025-10-29 00:00:00,C0418,P032,S020,2,58.79,0.0,117.58,78.22
O000895,2025-05-01 00:00:00,C0445,P068,S019,8,54.35,0.0,434.8,298.96
O000896,2025-11-28 00:00:00,C1143,P030,S018,2,425.03,0.15,722.55,675.74
O000897,2025-04-25 00:00:00,C0728,P057,S004,2,14.03,0.0,28.06,19.86
O000898,2024-03-14 00:00:00,C0739,P097,S015,5,315.65,0.05,1499.34,1103.7
O000899,2024-06-04 00:00:00,C0421,P089,S001,1,146.02,0.15,124.12,112.68
O000900,2024-12-29 00:00:00,C0458,P034,S015,1,50.6,0.05,48.07,41.38
O000901,2024-01-20 00:00:00,C0823,P025,S016,5,527.58,0.1,2374.11,2111.2
O000902,2024-07-02 00:00:00,C0047,P001,S006,2,773.26,0.02,1515.59,1114.5
O000903,2025-04-21 00:00:00,C0285,P042,S010,1,21.45,,21.45,14.67
O000904,2024-02-07 00:00:00,C0721,P003,S019,3,636.79,0.1,1719.33,1308.69
O000905,2024-08-24 00:00:00,C0749,P016,S004,1,219.21,0.05,208.25,186.44
O000906,2024-12-15 00:00:00,C0111,P118,S011,10,199.53,0.05,1895.54,1658.6
O000907,2024-01-20 00:00:00,C0946,P103,S007,5,220.66,0.0,1103.3,837.95
O000908,2024-09-21 00:00:00,C0652,P068,S004,6,54.35,0.05,309.8,224.22
O000909,2024-01-14 00:00:00,C0286,P093,S014,5,219.94,0.02,1077.71,930.2
O000910,2025-01-01 00:00:00,C0903,P059,S020,6,11.75,0.15,59.92,49.68
O000911,2024-04-14 00:00:00,C1190,P073,S012,2,10.84,0.15,18.43,15.42
O000912,2024-03-09 00:00:00,C0509,P111,S011,3,254.32,0.0,762.96,517.35
O000913,2024-03-03 00:00:00,C0341,P010,S011,6,591.46,0.05,3371.32,2853.0
O000914,2025-01-07 00:00:00,C0360,P043,S004,3,19.3,0.0,57.9,45.36
O000915,2025-06-01 00:00:00,C0712,P015,S005,-10,229.18,0.05,2177.21,1761.3
O000916,2024-05-17 00:00:00,C0057,P096,S015,5,227.1,0.0,1135.5,978.25
O000917,2025-11-11 00:00:00,C0581,P099,S012,1,262.29,0.02,257.04,220.85
O000918,2024-04-21 00:00:00,C0030,P087,S005,2,166.12,0.02,325.6,215.2
O000919,2024-04-09 00:00:00,C0047,P074,S001,1,10.76,0.1,9.68,7.5
O000920,2025-02-20 00:00:00,C0517,P058,S004,5,12.84,0.02,62.92,45.75
O000921,2025-05-13 00:00:00,C0895,P003,S011,8,636.79,0.15,4330.17,3489.84
O000922,2024-10-23 00:00:00,C1061,P093,S006,3,219.94,0.0,659.82,558.12
O000923,2025-01-18 00:00:00,C0106,P108,S015,1,189.06,0.0,189.06,130.46
O000924,2025-11-14 00:00:00,C0293,P116,S012,2,217.89,0.0,435.78,364.72
O000925,2025-05-27 00:00:00,C0506,P042,S003,1,21.45,0.0,21.45,14.67
O000926,2025-05-12 00:00:00,C0689,P025,S006,2,527.58,0.05,1002.4,844.48
O000927,2024-05-12 00:00:00,C1185,P079,S001,10,7.05,0.02,69.09,60.1
O000928,2024-12-27 00:00:00,C0822,P003,S001,2,636.79,0.02,1248.11,872.46
O000929,2024-04-02 00:00:00,C0647,P008,S016,4,670.58,0.2,2145.86,1871.08
O000930,2025-01-04 00:00:00,C0073,P099,S008,5,262.29,0.1,1180.3,1104.25
O000931,2025-08-28 00:00:00,C0097,P115,S018,5,261.82,0.02,1282.92,974.45
O000932,2025-04-14 00:00:00,C0184,P049,S005,1,15.78,0.1,14.2,12.08
O000933,2025-08-10 00:00:00,C0793,P061,S007,1,39.86,0.0,39.86,31.07
O000934,2024-03-24 00:00:00,C0398,P066,S011,1,51.43,0.0,51.43,34.05
O000935,2025-11-10 00:00:00,C0290,P017,S006,1,194.95,0.15,165.71,156.96
O000936,2025-11-02 00:00:00,C0805,P027,S010,1,570.34,0.2,456.27,389.81
O000937,2024-06-05 00:00:00,C0979,P036,S003,2,55.24,0.1,99.43,71.94
O000938,2025-06-25 00:00:00,C0527,P102,S002,4,235.49,,941.96,668.16
O000939,2025-01-24 00:00:00,C1059,P053,S018,1,13.81,0.1,12.43,9.72
O000940,2024-05-13 00:00:00,C0882,P087,S005,3,166.12,0.0,498.36,322.8
O000941,2024-10-04 00:00:00,C0860,P024,S003,3,516.82,0.02,1519.45,1101.96
O000942,2024-07-25 00:00:00,C1042,P115,S006,1,261.82,0.05,248.73,194.89
O000943,2025-09-18 00:00:00,C0221,P107,S009,1,223.24,0.05,212.08,161.06
O000944,2024-01-17 00:00:00,C0911,P058,S010,1,12.84,0.0,12.84,9.15
O000945,2025-01-20 00:00:00,C1150,P028,S016,2,520.07,0.05,988.13,771.5
O000946,2025-06-21 00:00:00,C1191,P118,S017,3,199.53,0.0,598.59,497.58
O000947,2024-05-03 00:00:00,C0694,P097,S006,2,315.65,0.1,568.17,441.48
O000948,2025-07-20 00:00:00,C0906,P062,S005,1,43.92,0.05,41.72,32.98
O000949,2024-08-06 00:00:00,C1067,P033,S003,1,54.32,0.05,51.6,40.89
O000950,2024-10-09 00:00:00,C1023,P075,S004,1,9.52,0.15,8.09,7.78
O000951,2025-03-12 00:00:00,C1078,P045,S001,4,21.49,0.2,68.77,56.64
O000952,2025-07-28 00:00:00,C0999,P081,S001,3,178.79,0.1,482.73,349.26
O000953,2025-02-07 00:00:00,C0458,P100,S009,3,293.58,0.02,863.13,578.4
O000954,2025-07-04 00:00:00,C0877,P059,S013,3,11.75,0.02,34.54,24.84
O000955,2025-07-05 00:00:00,C0493,P006,S017,1,707.84,0.05,672.45,470.1
O000956,2025-07-07 00:00:00,C0963,P068,S007,1,54.35,0.1,48.92,37.37
O000957,2025-12-31 00:00:00,C0973,P104,S006,3,145.32,0.1,392.36,371.01
O000958,2025-09-22 00:00:00,C1122,P027,S014,4,570.34,0.0,2281.36,1559.24
O000959,2024-11-05 00:00:00,C0706,P116,S013,5,217.89,0.02,1067.66,911.8
O000960,2024-04-15 00:00:00,C0571,P044,S014,4,16.8,0.05,63.84,50.48
O000961,2024-12-21 00:00:00,C0199,P083,S004,3,148.37,0.0,445.11,312.09
O000962,2025-12-24 00:00:00,C0766,P085,S001,5,121.06,0.0,605.3,434.95
O000963,2025-02-10 00:00:00,C0680,P022,S011,4,536.59,0.1,1931.72,1615.08
O000964,2025-02-10 00:00:00,C0618,P005,S009,8,631.5,0.15,4294.2,3483.36
O000965,2025-05-23 00:00:00,C0812,P114,S006,1,241.45,0.0,241.45,196.63
O000966,2024-04-24 00:00:00,C1022,P085,S020,1,121.06,0.15,102.9,86.99
O000967,2024-07-08 00:00:00,C0179,P076,S004,3,8.13,0.1,21.95,17.55
O000968,2025-07-20 00:00:00,C0518,P037,S006,2,67.61,0.0,135.22,93.94
O000969,2025-03-08 00:00:00,C0867,P013,S015,2,193.38,0.0,386.76,320.56
O000970,2025-11-22 00:00:00,C0984,P033,S011,4,54.32,0.05,206.42,163.56
O000971,2024-06-29 00:00:00,C0935,P066,S005,2,51.43,0.1,92.57,68.1
O000972,2025-03-25 00:00:00,C0960,P084,S011,2,107.38,0.05,204.02,175.26
O000973,2024-11-09 00:00:00,C1027,P039,S009,1,56.32,0.1,50.69,40.39
O000974,2025-02-10 00:00:00,C1155,P026,S006,2,497.47,0.0,994.94,836.78
O000975,2025-01-05 00:00:00,C0730,P030,S014,3,425.03,0.0,1275.09,1013.61
O000976,2025-01-18 00:00:00,C0299,P116,S016,1,217.89,0.1,196.1,182.36
O000977,2024-12-01 00:00:00,C0677,P076,S002,1,8.13,0.05,7.72,5.85
O000978,2025-07-25 00:00:00,C0852,P119,S001,3,269.54,0.02,792.45,639.75
O000979,2025-02-15 00:00:00,C0121,P001,S019,6,773.26,0.1,4175.6,3343.5
O000980,2024-08-16 00:00:00,C0909,P055,S005,1,12.75,0.0,12.75,8.36
O000981,2024-08-18 00:00:00,C0654,P055,S002,2,12.75,0.02,24.99,16.72
O000982,2025-01-01 00:00:00,C1124,P049,S012,1,15.78,0.15,13.41,12.08
O000983,2025-12-23 00:00:00,C0255,P047,S007,2,23.85,0.15,40.54,31.06
O000984,2024-05-08 00:00:00,C1089,P010,S019,3,591.46,0.02,1738.89,1426.5
O000985,2025-04-05 00:00:00,C0538,P004,S020,2,619.09,0.02,1213.42,1036.74
O000986,2024-03-31 00:00:00,C0689,P094,S001,2,348.32,0.0,696.64,465.78
O000987,2024-05-09 00:00:00,C0793,P053,S004,8,13.81,0.0,110.48,77.76
O000988,2025-05-30 00:00:00,C0695,P020,S013,2,215.04,0.0,430.08,306.28
O000989,2025-07-20 00:00:00,C1085,P042,S007,2,21.45,0.05,40.75,29.34
O000990,2025-03-18 00:00:00,C0201,P112,S001,8,287.93,0.2,1842.75,1612.8
O000991,2024-10-01 00:00:00,C0876,P057,S010,2,14.03,0.0,28.06,19.86
O000992,2024-01-09 00:00:00,C1170,P119,S013,1,269.54,0.15,229.11,213.25
O000993,2024-08-14 00:00:00,C0265,P020,S020,1,215.04,0.02,210.74,153.14
O000994,2024-08-18 00:00:00,C0307,P015,S009,6,229.18,0.0,1375.08,1056.78
O000995,2025-08-08 00:00:00,C0571,P068,S016,6,54.35,0.0,326.1,224.22
O000996,2024-07-25 00:00:00,C0870,P082,S009,1,127.99,0.02,125.43,89.13
