CustomerID,CustomerName,Segment,City,Region,Country
C0537,Customer 0537,Small Business,Guwahati,East,India
C0538,Customer 0538,Consumer,Jaipur,North,India
C0539,Customer 0539,Consumer,Chandigarh,North,India
C0540,Customer 0540,Corporate,Pune,West,India
C0541,Customer 0541,Consumer,Pune,West,India
C0542,Customer 0542,Consumer,Guwahati,East,India
C0543,Customer 0543,Consumer,Ahmedabad,West,India
C0544,Customer 0544,Small Business,Pune,West,India
C0545,Customer 0545,Corporate,Chandigarh,North,India
C0546,Customer 0546,Corporate,Chennai,South,India
C0547,Customer 0547,Corporate,Chennai,South,India
C0548,Customer 0548,Consumer,Chandigarh,North,India
C0549,Customer 0549,Consumer,Pune,West,India
C0550,Customer 0550,Consumer,Hyderabad,South,India
C0551,Customer 0551,Corporate,Bengaluru,South,India
C0552,Customer 0552,Consumer,Jaipur,North,India
C0553,Customer 0553,Small Business,Delhi,North,India
C0554,Customer 0554,Corporate,Pune,West,India
C0555,Customer 0555,Consumer,Lucknow,North,India
C0556,Customer 0556,Consumer,Lucknow,North,India
C0557,Customer 0557,Consumer,Hyderabad,South,India
C0558,Customer 0558,Small Business,Hyderabad,South,India
C0559,Customer 0559,Small Business,Kolkata,East,India
C0560,Customer 0560,Small Business,Chennai,South,India
C0561,Customer 0561,Consumer,Jaipur,North,India
C0562,Customer 0562,Consumer,Kochi,South,India
C0563,Customer 0563,Consumer,Ahmedabad,West,India
C0564,Customer 0564,Consumer,Ranchi,East,India
C0565,Customer 0565,Consumer,Bhubaneswar,East,India
C0566,Customer 0566,Consumer,Kolkata,East,India
C0567,Customer 0567,Small Business,Mumbai,West,India
C0568,Customer 0568,Consumer,Jaipur,North,India
C0569,Customer 0569,Consumer,Hyderabad,South,India
C0570,Customer 0570,Corporate,Bhubaneswar,East,India
C0571,Customer 0571,Corporate,Kochi,South,India
C0572,Customer 0572,Corporate,Ahmedabad,West,India
C0573,Customer 0573,Corporate,Chennai,South,India
C0574,Customer 0574,Small Business,Mumbai,West,India
C0575,Customer 0575,Corporate,Ahmedabad,West,India
C0576,Customer 0576,Consumer,Hyderabad,South,India
C0577,Customer 0577,Corporate,Mumbai,West,India
C0578,Customer 0578,Consumer,Bhubaneswar,East,India
C0579,Customer 0579,Consumer,Pune,West,India
C0580,Customer 0580,Consumer,Hyderabad,South,India
C0581,Customer 0581,Consumer,Bengaluru,South,India
C0582,Customer 0582,Corporate,Ranchi,East,India
C0583,Customer 0583,Consumer,Chandigarh,North,India
C0584,Customer 0584,Consumer,Chennai,South,India
C0585,Customer 0585,Consumer,Mumbai,West,India
C0586,Customer 0586,Corporate,Ranchi,East,India
C0587,Customer 0587,Consumer,Delhi,North,India
C0588,Customer 0588,Corporate,Kochi,South,India
C0589,Customer 0589,Small Business,Chandigarh,North,India
C0590,Customer 0590,Consumer,Lucknow,North,India
C0591,Customer 0591,Corporate,Mumbai,West,India
C0592,Customer 0592,Consumer,Bengaluru,South,India
C0593,Customer 0593,Consumer,Kochi,South,India
C0594,Customer 0594,Corporate,Ranchi,East,India
C0595,Customer 0595,Small Business,Jaipur,North,India
C0596,Customer 0596,Consumer,Bengaluru,South,India
C0597,Customer 0597,Consumer,Ranchi,East,India
C0598,Customer 0598,Consumer,Bhubaneswar,East,India
C0599,Customer 0599,Consumer,Surat,West,India
C0600,Customer 0600,Corporate,Ranchi,East,India
C0601,Customer 0601,Corporate,Kochi,South,India
C0602,Customer 0602,Corporate,Ahmedabad,West,India
C0603,Customer 0603,Consumer,Ahmedabad,West,India
C0604,Customer 0604,Corporate,Guwahati,East,India
C0605,Customer 0605,Corporate,Mumbai,West,India
C0606,Customer 0606,Corporate,Pune,West,India
C0607,Customer 0607,Consumer,Ahmedabad,West,India
C0608,Customer 0608,Consumer,Lucknow,North,India
C0609,Customer 0609,Consumer,Guwahati,East,India
C0610,Customer 0610,Consumer,Hyderabad,South,India
C0611,Customer 0611,Consumer,Kolkata,East,India
C0612,Customer 0612,Consumer,Bhubaneswar,East,India
C0613,Customer 0613,Corporate,Ahmedabad,West,India
C0614,Customer 0614,Consumer,Surat,West,India
C0615,Customer 0615,Corporate,Chennai,South,India
C0616,Customer 0616,Consumer,Kolkata,East,India
C0617,Customer 0617,Corporate,Pune,West,India
C0618,Customer 0618,Consumer,Bengaluru,South,India
C0619,Customer 0619,Consumer,Jaipur,North,India
C0620,Customer 0620,Corporate,Jaipur,North,India
C0621,Customer 0621,Small Business,Surat,West,India
C0622,Customer 0622,Consumer,Kochi,South,India
C0623,Customer 0623,Consumer,Mumbai,West,India
C0624,Customer 0624,Corporate,Bengaluru,South,India
C0625,Customer 0625,Corporate,Pune,West,India
C0626,Customer 0626,Consumer,Bengaluru,South,India
C0627,Customer 0627,Consumer,Surat,West,India
C0628,Customer 0628,Consumer,Delhi,North,India
C0629,Customer 0629,Small Business,Kolkata,East,India
C0630,Customer 0630,Consumer,Surat,West,India
C0631,Customer 0631,Consumer,Surat,West,India
C0632,Customer 0632,Small Business,Mumbai,West,India
C0633,Customer 0633,Consumer,Chandigarh,North,India
C0634,Customer 0634,Consumer,Hyderabad,South,India
C0635,Customer 0635,Consumer,Jaipur,North,India
C0636,Customer 0636,Consumer,Lucknow,North,India
C0637,Customer 0637,Consumer,Bhubaneswar,East,India
C0638,Customer 0638,Consumer,Kolkata,East,India
C0639,Customer 0639,Corporate,Pune,West,India
C0640,Customer 0640,Corporate,Ahmedabad,West,India
C0641,Customer 0641,Consumer,Guwahati,East,India
C0642,Customer 0642,Consumer,Ahmedabad,West,India
C0643,Customer 0643,Consumer,Lucknow,North,India
C0644,Customer 0644,Small Business,Lucknow,North,India
C0645,Customer 0645,Consumer,Bhubaneswar,East,India
C0646,Customer 0646,Corporate,Pune,West,India
C0647,Customer 0647,Consumer,Jaipur,North,India
C0648,Customer 0648,Corporate,Chennai,South,India
C0649,Customer 0649,Consumer,Bhubaneswar,East,India
C0650,Customer 0650,Corporate,Delhi,North,India
C0651,Customer 0651,Consumer,Chennai,South,India
C0652,Customer 0652,Small Business,Ahmedabad,West,India
C0653,Customer 0653,Consumer,Ranchi,East,India
C0654,Customer 0654,Corporate,Lucknow,North,India
C0655,Customer 0655,Corporate,Pune,West,India
C0656,Customer 0656,Small Business,Bengaluru,South,India
C0657,Customer 0657,Consumer,Mumbai,West,India
C0658,Customer 0658,Consumer,Chennai,South,India
C0659,Customer 0659,Consumer,Guwahati,East,India
C0660,Customer 0660,Consumer,Kochi,South,India
C0661,Customer 0661,Corporate,Kochi,South,India
C0662,Customer 0662,Small Business,Mumbai,West,India
C0663,Customer 0663,Small Business,Jaipur,North,India
C0664,Customer 0664,Consumer,Chandigarh,North,India
C0665,Customer 0665,Corporate,Bengaluru,South,India
C0666,Customer 0666,Small Business,Guwahati,East,India
C0667,Customer 0667,Small Business,Mumbai,West,India
C0668,Customer 0668,Consumer,Pune,West,India
C0669,Customer 0669,Consumer,Hyderabad,South,India
C0670,Customer 0670,Corporate,Chennai,South,India
C0671,Customer 0671,Consumer,Jaipur,North,India
C0672,Customer 0672,Consumer,Bhubaneswar,East,India
C0673,Customer 0673,Small Business,Surat,West,India
C0674,Customer 0674,Small Business,Kolkata,East,India
C0675,Customer 0675,Small Business,Kolkata,East,India
C0676,Customer 0676,Corporate,Hyderabad,South,India
C0677,Customer 0677,Consumer,Pune,West,India
C0678,Customer 0678,Consumer,Hyderabad,South,India
C0679,Customer 0679,Consumer,Delhi,North,India
C0680,Customer 0680,Consumer,Hyderabad,South,India
C0681,Customer 0681,Consumer,Lucknow,North,India
C0682,Customer 0682,Corporate,Delhi,North,India
C0683,Customer 0683,Consumer,Chandigarh,North,India
C0684,Customer 0684,Corporate,Kochi,South,India
C0685,Customer 0685,Consumer,Guwahati,East,India
C0686,Customer 0686,Consumer,Bengaluru,South,India
C0687,Customer 0687,Consumer,Bengaluru,South,India
C0688,Customer 0688,Consumer,Surat,West,India
C0689,Customer 0689,Small Business,Surat,West,India
C0690,Customer 0690,Consumer,Bhubaneswar,East,India
C0691,Customer 0691,Consumer,Chennai,South,India
C0692,Customer 0692,Corporate,Surat,West,India
C0693,Customer 0693,Consumer,Delhi,North,India
C0694,Customer 0694,Consumer,Bengaluru,South,India
C0695,Customer 0695,Consumer,Surat,West,India
C0696,Customer 0696,Consumer,Kolkata,East,India
C0697,Customer 0697,Corporate,Surat,West,India
C0698,Customer 0698,Consumer,Bhubaneswar,East,India
C0699,Customer 0699,Consumer,Ranchi,East,India
C0700,Customer 0700,Consumer,Bengaluru,South,India
C0701,Customer 0701,Corporate,Kochi,South,India
C0702,Customer 0702,Consumer,Bengaluru,South,India
C0703,Customer 0703,Corporate,Delhi,North,India
C0704,Customer 0704,Consumer,Ahmedabad,West,India
C0705,Customer 0705,Corporate,Hyderabad,South,India
C0706,Customer 0706,Consumer,Ranchi,East,India
C0707,Customer 0707,Consumer,Mumbai,West,India
C0708,Customer 0708,Consumer,Mumbai,West,India
C0709,Customer 0709,Corporate,Hyderabad,South,India
C0710,Customer 0710,Small Business,Kochi,South,India
C0711,Customer 0711,Consumer,Pune,West,India
C0712,Customer 0712,Consumer,Ranchi,East,India
C0713,Customer 0713,Small Business,Surat,West,India
C0714,Customer 0714,Consumer,Surat,West,India
C0715,Customer 0715,Consumer,Ahmedabad,West,India
C0716,Customer 0716,Consumer,Jaipur,North,India
C0717,Customer 0717,Corporate,Guwahati,East,India
C0718,Customer 0718,Corporate,Jaipur,North,India
C0719,Customer 0719,Corporate,Guwahati,East,India
C0720,Customer 0720,Small Business,Ahmedabad,West,India
C0721,Customer 0721,Consumer,Chennai,South,India
C0722,Customer 0722,Consumer,Hyderabad,South,India
C0723,Customer 0723,Consumer,Lucknow,North,India
C0724,Customer 0724,Consumer,Surat,West,India
C0725,Customer 0725,Consumer,Jaipur,North,India
C0726,Customer 0726,Consumer,Delhi,North,India
C0727,Customer 0727,Consumer,Hyderabad,South,India
C0728,Customer 0728,Corporate,Chandigarh,North,India
C0729,Customer 0729,Consumer,Bengaluru,South,India
C0730,Customer 0730,Consumer,Bengaluru,South,India
C0731,Customer 0731,Corporate,Hyderabad,South,India
C0732,Customer 0732,Corporate,Lucknow,North,India
C0733,Customer 0733,Corporate,Jaipur,North,India
C0734,Customer 0734,Corporate,Chennai,South,India
C0735,Customer 0735,Corporate,Delhi,North,India
C0736,Customer 0736,Consumer,Guwahati,East,India
C0737,Customer 0737,Consumer,Delhi,North,India
C0738,Customer 0738,Corporate,Kochi,South,India
C0739,Customer 0739,Consumer,Kochi,South,India
C0740,Customer 0740,Consumer,Kochi,South,India
C0741,Customer 0741,Consumer,Chandigarh,North,India
C0742,Customer 0742,Consumer,Delhi,North,India
C0743,Customer 0743,Consumer,Pune,West,India
C0744,Customer 0744,Consumer,Lucknow,North,India
C0745,Customer 0745,Corporate,Bengaluru,South,India
C0746,Customer 0746,Small Business,Kochi,South,India
C0747,Customer 0747,Consumer,Bengaluru,South,India
C0748,Customer 0748,Small Business,Bengaluru,South,India
C0749,Customer 0749,Consumer,Mumbai,West,India
C0750,Customer 0750,Small Business,Surat,West,India
C0751,Customer 0751,Small Business,Hyderabad,South,India
C0752,Customer 0752,Consumer,Chennai,South,India
C0753,Customer 0753,Corporate,Hyderabad,South,India
C0754,Customer 0754,Small Business,Hyderabad,South,India
C0755,Customer 0755,Small Business,Guwahati,East,India
C0756,Customer 0756,Small Business,Jaipur,North,India
C0757,Customer 0757,Consumer,Bengaluru,South,India
C0758,Customer 0758,Consumer,Pune,West,India
C0759,Customer 0759,Corporate,Jaipur,North,India
C0760,Customer 0760,Corporate,Bengaluru,South,India
C0761,Customer 0761,Corporate,Bhubaneswar,East,India
C0762,Customer 0762,Consumer,Delhi,North,India
C0763,Customer 0763,Consumer,Lucknow,North,India
C0764,Customer 0764,Consumer,Delhi,North,India
C0765,Customer 0765,Corporate,Mumbai,West,India
C0766,Customer 0766,Consumer,Jaipur,North,India
C0767,Customer 0767,Corporate,Delhi,North,India
C0768,Customer 0768,Corporate,Chandigarh,North,India
C0769,Customer 0769,Consumer,Chandigarh,North,India
C0770,Customer 0770,Consumer,Kolkata,East,India
C0771,Customer 0771,Consumer,Kochi,South,India
C0772,Customer 0772,Small Business,Guwahati,East,India
C0773,Customer 0773,Corporate,Kolkata,East,India
C0774,Customer 0774,Consumer,Ahmedabad,West,India
C0775,Customer 0775,Consumer,Jaipur,North,India
C0776,Customer 0776,Consumer,Ahmedabad,West,India
C0777,Customer 0777,Consumer,Guwahati,East,India
C0778,Customer 0778,Small Business,Lucknow,North,India
C0779,Customer 0779,Corporate,Pune,West,India
C0780,Customer 0780,Consumer,Pune,West,India
C0781,Customer 0781,Small Business,Hyderabad,South,India
C0782,Customer 0782,Consumer,Surat,West,India
C0783,Customer 0783,Small Business,Hyderabad,South,India
C0784,Customer 0784,Consumer,Kolkata,East,India
C0785,Customer 0785,Corporate,Pune,West,India
C0786,Customer 0786,Small Business,Hyderabad,South,India
C0787,Customer 0787,Consumer,Mumbai,West,India
C0788,Customer 0788,Corporate,Kochi,South,India
C0789,Customer 0789,Small Business,Surat,West,India
C0790,Customer 0790,Consumer,Ranchi,East,India
C0791,Customer 0791,Consumer,Delhi,North,India
C0792,Customer 0792,Corporate,Hyderabad,South,India
C0793,Customer 0793,Consumer,Hyderabad,South,India
C0794,Customer 0794,Consumer,Jaipur,North,India
C0795,Customer 0795,Consumer,Lucknow,North,India
C0796,Customer 0796,Corporate,Chennai,South,India
C0797,Customer 0797,Consumer,Jaipur,North,India
C0798,Customer 0798,Consumer,Jaipur,North,India
C0799,Customer 0799,Corporate,Ranchi,East,India
C0800,Customer 0800,Consumer,Ranchi,East,India
C0801,Customer 0801,Corporate,Bhubaneswar,East,India
C0802,Customer 0802,Consumer,Kochi,South,India
C0803,Customer 0803,Small Business,Mumbai,West,India
C0804,Customer 0804,Corporate,Bhubaneswar,East,India
C0805,Customer 0805,Consumer,Jaipur,North,India
C0806,Customer 0806,Small Business,Delhi,North,India
C0807,Customer 0807,Consumer,Bhubaneswar,East,India
C0808,Customer 0808,Consumer,Jaipur,North,India
C0809,Customer 0809,Consumer,Hyderabad,South,India
C0810,Customer 0810,Corporate,Mumbai,West,India
C0811,Customer 0811,Consumer,Chandigarh,North,India
C0812,Customer 0812,Consumer,Delhi,North,India
C0813,Customer 0813,Consumer,Ahmedabad,West,India
C0814,Customer 0814,Consumer,Bhubaneswar,East,India
C0815,Customer 0815,Consumer,Jaipur,North,India
C0816,Customer 0816,Consumer,Ahmedabad,West,India
C0817,Customer 0817,Consumer,Surat,West,India
C0818,Customer 0818,Consumer,Kolkata,East,India
C0819,Customer 0819,Corporate,Ranchi,East,India
C0820,Customer 0820,Consumer,Bengaluru,South,India
C0821,Customer 0821,Corporate,Delhi,North,India
C0822,Customer 0822,Consumer,Kolkata,East,India
C0823,Customer 0823,Consumer,Bengaluru,South,India
C0824,Customer 0824,Consumer,Ranchi,East,India
C0825,Customer 0825,Consumer,Mumbai,West,India
C0826,Customer 0826,Consumer,Jaipur,North,India
C0827,Customer 0827,Corporate,Bhubaneswar,East,India
C0828,Customer 0828,Consumer,Delhi,North,India
C0829,Customer 0829,Consumer,Pune,West,India
C0830,Customer 0830,Corporate,Bengaluru,South,India
C0831,Customer 0831,Consumer,Bhubaneswar,East,India
C0832,Customer 0832,Consumer,Guwahati,East,India
C0833,Customer 0833,Consumer,Hyderabad,South,India
C0834,Customer 0834,Consumer,Bhubaneswar,East,India
C0835,Customer 0835,Consumer,Ranchi,East,India
C0836,Customer 0836,Corporate,Guwahati,East,India
C0837,Customer 0837,Small Business,Pune,West,India
C0838,Customer 0838,Consumer,Pune,West,India
C0839,Customer 0839,Corporate,Bengaluru,South,India
C0840,Customer 0840,Corporate,Kochi,South,India
C0841,Customer 0841,Consumer,Lucknow,North,India
C0842,Customer 0842,Corporate,Pune,West,India
C0843,Customer 0843,Corporate,Guwahati,East,India
C0844,Customer 0844,Small Business,Hyderabad,South,India
C0845,Customer 0845,Small Business,Jaipur,North,India
C0846,Customer 0846,Consumer,Mumbai,West,India
C0847,Customer 0847,Consumer,Kochi,South,India
C0848,Customer 0848,Consumer,Ranchi,East,India
C0849,Customer 0849,Consumer,Lucknow,North,India
C0850,Customer 0850,Consumer,Surat,West,India
C0851,Customer 0851,Small Business,Lucknow,North,India
C0852,Customer 0852,Consumer,Jaipur,North,India
C0853,Customer 0853,Consumer,Mumbai,West,India
C0854,Customer 0854,Corporate,Pune,West,India
C0855,Customer 0855,Consumer,Delhi,North,India
C0856,Customer 0856,Consumer,Bengaluru,South,India
C0857,Customer 0857,Small Business,Ranchi,East,India
C0858,Customer 0858,Consumer,Surat,West,India
C0859,Customer 0859,Consumer,Hyderabad,South,India
C0860,Customer 0860,Consumer,Hyderabad,South,India
C0861,Customer 0861,Small Business,Mumbai,West,India
C0862,Customer 0862,Consumer,Kolkata,East,India
C0863,Customer 0863,Consumer,Surat,West,India
C0864,Customer 0864,Consumer,Bhubaneswar,East,India
C0865,Customer 0865,Consumer,Jaipur,North,India
C0866,Customer 0866,Small Business,Pune,West,India
C0867,Customer 0867,Consumer,Mumbai,West,India
C0868,Customer 0868,Small Business,Surat,West,India
C0869,Customer 0869,Consumer,Lucknow,North,India
C0870,Customer 0870,Consumer,Jaipur,North,India
C0871,Customer 0871,Small Business,Pune,West,India
C0872,Customer 0872,Consumer,Jaipur,North,India
C0873,Customer 0873,Consumer,Surat,West,India
C0874,Customer 0874,Small Business,Hyderabad,South,India
C0875,Customer 0875,Consumer,Bhubaneswar,East,India
C0876,Customer 0876,Consumer,Pune,West,India
C0877,Customer 0877,Small Business,Hyderabad,South,India
C0878,Customer 0878,Consumer,Chennai,South,India
C0879,Customer 0879,Consumer,Guwahati,East,India
C0880,Customer 0880,Consumer,Kolkata,East,India
C0881,Customer 0881,Consumer,Bengaluru,South,India
C0882,Customer 0882,Consumer,Ranchi,East,India
C0883,Customer 0883,Corporate,Pune,West,India
C0884,Customer 0884,Consumer,Chennai,South,India
C0885,Customer 0885,Corporate,Jaipur,North,India
C0886,Customer 0886,Consumer,Chennai,South,India
C0887,Customer 0887,Consumer,Kochi,South,India
C0888,Customer 0888,Consumer,Delhi,North,India
C0889,Customer 0889,Corporate,Lucknow,North,India
C0890,Customer 0890,Consumer,Kolkata,East,India
C0891,Customer 0891,Consumer,Chennai,South,India
C0892,Customer 0892,Small Business,Ahmedabad,West,India
C0893,Customer 0893,Consumer,Kochi,South,India
C0894,Customer 0894,Consumer,Delhi,North,India
C0895,Customer 0895,Small Business,Ahmedabad,West,India
C0896,Customer 0896,Consumer,Mumbai,West,India
C0897,Customer 0897,Consumer,Bengaluru,South,India
C0898,Customer 0898,Consumer,Lucknow,North,India
C0899,Customer 0899,Consumer,Jaipur,North,India
C0900,Customer 0900,Consumer,Bhubaneswar,East,India
C0901,Customer 0901,Corporate,Hyderabad,South,India
C0902,Customer 0902,Consumer,Chennai,South,India
C0903,Customer 0903,Corporate,Chandigarh,North,India
C0904,Customer 0904,Small Business,Chennai,South,India
C0905,Customer 0905,Corporate,Pune,West,India
C0906,Customer 0906,Corporate,Ranchi,East,India
C0907,Customer 0907,Corporate,Chennai,South,India
C0908,Customer 0908,Small Business,Chandigarh,North,India
C0909,Customer 0909,Consumer,Hyderabad,South,India
C0910,Customer 0910,Consumer,Kochi,South,India
C0911,Customer 0911,Consumer,Pune,West,India
C0912,Customer 0912,Consumer,Surat,West,India
C0913,Customer 0913,Consumer,Pune,West,India
C0914,Customer 0914,Corporate,Ahmedabad,West,India
C0915,Customer 0915,Consumer,Surat,West,India
C0916,Customer 0916,Small Business,Pune,West,India
C0917,Customer 0917,Consumer,Delhi,North,India
C0918,Customer 0918,Consumer,Jaipur,North,India
C0919,Customer 0919,Consumer,Bengaluru,South,India
C0920,Customer 0920,Consumer,Bhubaneswar,East,India
C0921,Customer 0921,Consumer,Lucknow,North,India
C0922,Customer 0922,Consumer,Pune,West,India
C0923,Customer 0923,Consumer,Guwahati,East,India
C0924,Customer 0924,Consumer,Guwahati,East,India
C0925,Customer 0925,Consumer,Delhi,North,India
C0926,Customer 0926,Consumer,Chennai,South,India
C0927,Customer 0927,Consumer,Jaipur,North,India
C0928,Customer 0928,Consumer,Mumbai,West,India
C0929,Customer 0929,Consumer,Bhubaneswar,East,India
C0930,Customer 0930,Consumer,Bhubaneswar,East,India
C0931,Customer 0931,Consumer,Kochi,South,India
C0932,Customer 0932,Corporate,Bengaluru,South,India
C0933,Customer 0933,Small Business,Kochi,South,India
C0934,Customer 0934,Small Business,Pune,West,India
C0935,Customer 0935,Consumer,Ahmedabad,West,India
C0936,Customer 0936,Consumer,Jaipur,North,India
C0937,Customer 0937,Consumer,Pune,West,India
C0938,Customer 0938,Corporate,Lucknow,North,India
C0939,Customer 0939,Corporate,Mumbai,West,India
C0940,Customer 0940,Corporate,Delhi,North,India
C0941,Customer 0941,Small Business,Kochi,South,India
C0942,Customer 0942,Consumer,Ahmedabad,West,India
C0943,Customer 0943,Corporate,Lucknow,North,India
C0944,Customer 0944,Corporate,Chennai,South,India
C0945,Customer 0945,Consumer,Bengaluru,South,India
C0946,Customer 0946,Small Business,Bengaluru,South,India
C0947,Customer 0947,Consumer,Bhubaneswar,East,India
C0948,Customer 0948,Small Business,Mumbai,West,India
C0949,Customer 0949,Corporate,Surat,West,India
C0950,Customer 0950,Consumer,Bengaluru,South,India
C0951,Customer 0951,Corporate,Ranchi,East,India
C0952,Customer 0952,Consumer,Bengaluru,South,India
C0953,Customer 0953,Corporate,Bengaluru,South,India
C0954,Customer 0954,Corporate,Chandigarh,North,India
C0955,Customer 0955,Corporate,Mumbai,West,India
C0956,Customer 0956,Small Business,Pune,West,India
C0957,Customer 0957,Consumer,Pune,West,India
C0958,Customer 0958,Consumer,Hyderabad,South,India
C0959,Customer 0959,Consumer,Hyderabad,South,India
C0960,Customer 0960,Consumer,Kolkata,East,India
C0961,Customer 0961,Consumer,Kolkata,East,India
C0962,Customer 0962,Consumer,Bengaluru,South,India
C0963,Customer 0963,Consumer,Delhi,North,India
C0964,Customer 0964,Consumer,Delhi,North,India
C0965,Customer 0965,Small Business,Pune,West,India
C0966,Customer 0966,Consumer,Hyderabad,South,India
C0967,Customer 0967,Small Business,Pune,West,India
C0968,Customer 0968,Consumer,Chandigarh,North,India
C0969,Customer 0969,Consumer,Bhubaneswar,East,India
C0970,Customer 0970,Consumer,Jaipur,North,India
C0971,Customer 0971,Consumer,Chennai,South,India
C0972,Customer 0972,Consumer,Delhi,North,India
C0973,Customer 0973,Consumer,Chandigarh,North,India
C0974,Customer 0974,Consumer,Mumbai,West,India
C0975,Customer 0975,Consumer,Chennai,South,India
C0976,Customer 0976,Consumer,Ranchi,East,India
C0977,Customer 0977,Consumer,Chennai,South,India
C0978,Customer 0978,Corporate,Bengaluru,South,India
C0979,Customer 0979,Consumer,Guwahati,East,India
C0980,Customer 0980,Small Business,Delhi,North,India
C0981,Customer 0981,Corporate,Mumbai,West,India
C0982,Customer 0982,Small Business,Mumbai,West,India
C0983,Customer 0983,Corporate,Surat,West,India
C0984,Customer 0984,Consumer,Kochi,South,India
C0985,Customer 0985,Consumer,Jaipur,North,India
C0986,Customer 0986,Consumer,Ahmedabad,West,India
C0987,Customer 0987,Corporate,Hyderabad,South,India
C0988,Customer 0988,Corporate,Jaipur,North,India
C0989,Customer 0989,Consumer,Hyderabad,South,India
C0990,Customer 0990,Small Business,Surat,West,India
C0991,Customer 0991,Consumer,Guwahati,East,India
C0992,Customer 0992,Consumer,Mumbai,West,India
C0993,Customer 0993,Corporate,Pune,West,India
C0994,Customer 0994,Consumer,Lucknow,North,India
C0995,Customer 0995,Corporate,Pune,West,India
C0996,Customer 0996,Corporate,Bengaluru,South,India
C0997,Customer 0997,Consumer,Ranchi,East,India
C0998,Customer 0998,Consumer,Jaipur,North,India
C0999,Customer 0999,Consumer,Ahmedabad,West,India
C1000,Customer 1000,Corporate,Chennai,South,India
C1001,Customer 1001,Consumer,Delhi,North,India
C1002,Customer 1002,Small Business,Chennai,South,India
C1003,Customer 1003,Small Business,Chandigarh,North,India
C1004,Customer 1004,Consumer,Lucknow,North,India
C1005,Customer 1005,Consumer,Bhubaneswar,East,India
C1006,Customer 1006,Corporate,Bengaluru,South,India
C1007,Customer 1007,Corporate,Pune,West,India
C1008,Customer 1008,Consumer,Kochi,South,India
C1009,Customer 1009,Consumer,Bhubaneswar,East,India
C1010,Customer 1010,Consumer,Chennai,South,India
C1011,Customer 1011,Small Business,Guwahati,East,India
C1012,Customer 1012,Consumer,Guwahati,East,India
C1013,Customer 1013,Small Business,Chennai,South,India
C1014,Customer 1014,Consumer,Surat,West,India
C1015,Customer 1015,Small Business,Hyderabad,South,India
C1016,Customer 1016,Consumer,Delhi,North,India
C1017,Customer 1017,Consumer,Bhubaneswar,East,India
C1018,Customer 1018,Small Business,Surat,West,India
C1019,Customer 1019,Small Business,Chandigarh,North,India
C1020,Customer 1020,Consumer,Hyderabad,South,India
C1021,Customer 1021,Consumer,Ahmedabad,West,India
C1022,Customer 1022,Consumer,Ahmedabad,West,India
C1023,Customer 1023,Consumer,Surat,West,India
C1024,Customer 1024,Consumer,Kolkata,East,India
C1025,Customer 1025,Small Business,Guwahati,East,India
C1026,Customer 1026,Consumer,Hyderabad,South,India
C1027,Customer 1027,Corporate,Mumbai,West,India
C1028,Customer 1028,Consumer,Hyderabad,South,India
C1029,Customer 1029,Consumer,Kolkata,East,India
C1030,Customer 1030,Corporate,Chennai,South,India
C1031,Customer 1031,Consumer,Bhubaneswar,East,India
C1032,Customer 1032,Corporate,Kolkata,East,India
C1033,Customer 1033,Consumer,Kochi,South,India
C1034,Customer 1034,Small Business,Mumbai,West,India
C1035,Customer 1035,Corporate,Chennai,South,India
C1036,Customer 1036,Small Business,Ranchi,East,India
C1037,Customer 1037,Consumer,Kochi,South,India
C1038,Customer 1038,Consumer,Bengaluru,South,India
C1039,Customer 1039,Consumer,Chennai,South,India
C1040,Customer 1040,Consumer,Jaipur,North,India
C1041,Customer 1041,Consumer,Lucknow,North,India
C1042,Customer 1042,Consumer,Ranchi,East,India
C1043,Customer 1043,Consumer,Guwahati,East,India
C1044,Customer 1044,Consumer,Kolkata,East,India
C1045,Customer 1045,Consumer,Lucknow,North,India
C1046,Customer 1046,Consumer,Bengaluru,South,India
C1047,Customer 1047,Consumer,Delhi,North,India
C1048,Customer 1048,Corporate,Ahmedabad,West,India
C1049,Customer 1049,Consumer,Ahmedabad,West,India
C1050,Customer 1050,Consumer,Bengaluru,South,India
C1051,Customer 1051,Consumer,Kolkata,East,India
C1052,Customer 1052,Corporate,Jaipur,North,India
C1053,Customer 1053,Consumer,Chennai,South,India
C1054,Customer 1054,Corporate,Jaipur,North,India
C1055,Customer 1055,Small Business,Chennai,South,India
C1056,Customer 1056,Consumer,Guwahati,East,India
C1057,Customer 1057,Small Business,Pune,West,India
C1058,Customer 1058,Corporate,Chandigarh,North,India
C1059,Customer 1059,Consumer,Bhubaneswar,East,India
C1060,Customer 1060,Consumer,Guwahati,East,India
C1061,Customer 1061,Corporate,Ahmedabad,West,India
C1062,Customer 1062,Small Business,Guwahati,East,India
C1063,Customer 1063,Consumer,Hyderabad,South,India
C1064,Customer 1064,Consumer,Kolkata,East,India
C1065,Customer 1065,Consumer,Kochi,South,India
C1066,Customer 1066,Consumer,Ahmedabad,West,India
C1067,Customer 1067,Corporate,Hyderabad,South,India
C1068,Customer 1068,Consumer,Ranchi,East,India
C1069,Customer 1069,Corporate,Lucknow,North,India
C1070,Customer 1070,Small Business,Hyderabad,South,India
C1071,Customer 1071,Corporate,Surat,West,India
C1072,Customer 1072,Corporate,Bhubaneswar,East,India
